Năm;Tháng;Ngày;Tên Cty nhập khẩu;Địa chỉ Cty nhập khẩu;HS code;Tên hàng;Thuế suất XNK;Đơn vị tính;Số Lượng;Đơn giá Nguyên tệ;Đơn giá khai báo(USD);Trị giá USD;Nguyên tệ;Tỷ giá nguyên tệ;Tỷ giá USD;Mã phương thức thanh toán;Điều kiện giao hàng;Phương tiện vận chuyển;Tên nuớc xuất khẩu;Tên nước nhập khẩu;Chi cục hải quan;Loại hình;Số tờ khai
2024;9;9/27/24;PRODUCTOS DEL MAR ANCAVICO SL.;POLIGONO INDUSTRIAL ELS ALGARS, C/I, 3 03820 COCENTAINA, ALICANTE, SPAIN;03048700;YF TUNA CUBE CO#&Cá ngừ vây vàng phi lê cube cấp đông#&ID;0;LBS; 	1.220 ; 	4,10 ; 	4,00 ; 	4.875 ;USD; 	24.410,00 ; 	24.410,00 ;LC;C&F;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306774457750
2024;9;9/28/24;PRODUCTOS DEL MAR ANCAVICO SL.;POLIGONO INDUSTRIAL ELS ALGARS, C/I, 3 03820 COCENTAINA, ALICANTE, SPAIN;03048700;YF TUNA LOINS CO#&Cá ngừ vây vàng phi lê loins cấp đông#&ID;0;LBS; 	24.000 ; 	3,98 ; 	3,87 ; 	92.866 ;USD; 	24.410,00 ; 	24.410,00 ;LC;C&F;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306778184440
2024;9;9/28/24;PRODUCTOS DEL MAR ANCAVICO SL.;POLIGONO INDUSTRIAL ELS ALGARS, C/I, 3 03820 COCENTAINA, ALICANTE, SPAIN;03048700;YF TUNA CUBE CO#&Cá ngừ vây vàng phi lê cube cấp đông#&ID;0;LBS; 	5.000 ; 	4,28 ; 	4,16 ; 	20.806 ;USD; 	24.410,00 ; 	24.410,00 ;LC;C&F;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306778184440
2024;9;9/28/24;PRODUCTOS DEL MAR ANCAVICO SL.;POLIGONO INDUSTRIAL ELS ALGARS, C/I, 3 03820 COCENTAINA, ALICANTE, SPAIN;03048700;YF TUNA STEAK CO 1#&Cá ngừ vây vàng phi lê steak cấp đông#&ID;0;LBS; 	2.000 ; 	4,08 ; 	3,97 ; 	7.933 ;USD; 	24.410,00 ; 	24.410,00 ;LC;C&F;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306778184440
2024;9;9/28/24;PRODUCTOS DEL MAR ANCAVICO SL.;POLIGONO INDUSTRIAL ELS ALGARS, C/I, 3 03820 COCENTAINA, ALICANTE, SPAIN;03048700;YF TUNA SAKU CO#&Cá ngừ vây vàng phi lê saku cấp đông#&ID;0;LBS; 	1.500 ; 	7,08 ; 	6,88 ; 	10.325 ;USD; 	24.410,00 ; 	24.410,00 ;LC;C&F;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306778184440
2024;9;9/28/24;PRODUCTOS DEL MAR ANCAVICO SL.;POLIGONO INDUSTRIAL ELS ALGARS, C/I, 3 03820 COCENTAINA, ALICANTE, SPAIN;03048700;YF TUNA STEAK CO 1#&Cá ngừ vây vàng phi lê steak cấp đông#&ID;0;LBS; 	2.000 ; 	3,98 ; 	3,87 ; 	7.739 ;USD; 	24.410,00 ; 	24.410,00 ;LC;C&F;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306778184440
2024;9;9/28/24;PRODUCTOS DEL MAR ANCAVICO SL.;POLIGONO INDUSTRIAL ELS ALGARS, C/I, 3 03820 COCENTAINA, ALICANTE, SPAIN;03048700;YF TUNA LOINS CO#&Cá ngừ vây vàng phi lê loins cấp đông #&IN;0;LBS; 	5.790 ; 	3,78 ; 	3,68 ; 	21.278 ;USD; 	24.410,00 ; 	24.410,00 ;LC;C&F;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306778184440
2024;9;9/28/24;PRODUCTOS DEL MAR ANCAVICO SL.;POLIGONO INDUSTRIAL ELS ALGARS, C/I, 3 03820 COCENTAINA, ALICANTE, SPAIN;03048700;YF TUNA LOINS CO#&Cá ngừ vây vàng phi lê loins cấp đông #&ID;0;LBS; 	210 ; 	3,78 ; 	3,68 ; 	772 ;USD; 	24.410,00 ; 	24.410,00 ;LC;C&F;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ Phú Yên;Xuất sản phẩm sản xuất xuất khẩu;306778184440
2024;9;9/17/24;PRODUCTOS DEL MAR ANCAVICO, S.L.;CL IBI 3 03820COCENTAINA (ALICANTE), SPAIN, ES;03048700;TP-NRO58LAA1CH -474.24#&Cá ngừ vây vàng loin ra da, ra xương đông lạnh (size: 5 - 8 lbs/pc)#&VN;0;Kilogam; 	1.360 ; 	8,49 ; 	8,49 ; 	11.550 ;USD; 	24.410,00 ; 	24.410,00 ;LC;CFR;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306745579730
2024;9;9/17/24;PRODUCTOS DEL MAR ANCAVICO, S.L.;CL IBI 3 03820COCENTAINA (ALICANTE), SPAIN, ES;03048700;TP-NSTO4OAA1 -474.24#&Cá ngừ vây vàng steak ra da, ra xương đông lạnh (size: 4 oz/pc)#&VN;0;Kilogam; 	4.086 ; 	7,16 ; 	7,16 ; 	29.250 ;USD; 	24.410,00 ; 	24.410,00 ;LC;CFR;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306745579730
2024;9;9/17/24;PRODUCTOS DEL MAR ANCAVICO, S.L.;CL IBI 3 03820COCENTAINA (ALICANTE), SPAIN, ES;03048700;TP-NCUO1.51.5AA1 -474.24#&Cá ngừ vây vàng cube ra da, ra xương đông lạnh (size: 1.5 x 1.5 x 1.5 cm)#&VN;0;Kilogam; 	13.620 ; 	9,14 ; 	9,14 ; 	124.500 ;USD; 	24.410,00 ; 	24.410,00 ;LC;CFR;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306745579730
2024;9;9/11/24;RODA INTERNACIONAL CANARIAS,S.L;C/ SAO PAULO,NO.14,PL 1,OFICINA 2, POL. IND. EL, SEBADAL,35008,LAS PAL, DE GRAN CANARIA,SPAIN.;03048700;TP-NDDR1401602 -443.1.24#&Thịt cá ngừ vây vàng ra da, ra xương đông lạnh (tuna meat head & tail) (đóng gói: 25 kgs/thùng)#&VN;0;Kilogam; 	13.250 ; 	5,50 ; 	5,50 ; 	72.875 ;USD; 	24.580,00 ; 	24.580,00 ;LC;CIF;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306728839930
2024;9;9/11/24;RODA INTERNACIONAL CANARIAS,S.L;C/ SAO PAULO,NO.14,PL 1,OFICINA 2, POL. IND. EL, SEBADAL,35008,LAS PAL, DE GRAN CANARIA,SPAIN.;03048700;TP-NDDR1401602 -443.2.24#&Thịt cá ngừ vây vàng ra da, ra xương đông lạnh (tuna meat head & tail) (đóng gói: 25 kgs/thùng)#&VN;0;Kilogam; 	10.750 ; 	5,50 ; 	5,50 ; 	59.125 ;USD; 	24.580,00 ; 	24.580,00 ;LC;CIF;2-Đường biển (container);Viet Nam;Spain;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306728839930
2024;9;9/12/24;COSMIC OCEAN CO., LTD;17F-2, NO.6, MINQUAN 2ND RD. QIANZHEN DIST. KAOHSIUNG CITY 806 TAIWAN(R.O.C);03048700;CÁ NGỪ ĐẠI DƯƠNG PHI LÊ, ĐÔNG LẠNH - FROZEN TUNA GROUND MEAT (SCRAP MEAT) CO TREATED#&VN;0;Kilogam; 	25.000 ; 	2,15 ; 	2,13 ; 	53.330 ;USD; 	24.580,00 ; 	24.580,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Taiwan;Chi cục HQ Phú Yên;Xuất kinh doanh;306733306850
2024;9;9/5/24;"""FROSTFOOD"" LLC";;03048700;ENT-YLLO11-050924#&Cá ngừ vây vàng loin đông lạnh#&VN;0;Kilogam; 	9.475 ; 	6,90 ; 	6,90 ; 	65.378 ;USD; 	24.690,00 ; 	24.690,00 ;KC;FOB;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306713958410
2024;9;9/5/24;"""FROSTFOOD"" LLC";;03048700;ENT-YLLO12-050924#&Cá ngừ vây vàng loin đông lạnh#&VN;0;Kilogam; 	10.525 ; 	6,90 ; 	6,90 ; 	72.623 ;USD; 	24.690,00 ; 	24.690,00 ;KC;FOB;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306713958410
2024;9;9/28/24;"LIMITED LIABILITY COMPANY ""OCEANIUM""";;03048700;24-TUNA0001-L1#&Thịt cá ngừ cắt KHÚC LỚN đông lạnh ( FROZEN TUNA LOIN), đóng gói 25kg/thùng#&VN;0;Kilogam; 	15.500 ; 	6,85 ; 	6,61 ; 	102.520 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306778404460
2024;9;9/28/24;"LIMITED LIABILITY COMPANY ""OCEANIUM""";;03048700;24-TUNA0001-SK1#&Thịt cá ngừ cắt LÁT đông lạnh ( FROZEN TUNA SAKU), đóng gói 10kg/thùng#&VN;0;Kilogam; 	2.000 ; 	10,75 ; 	10,38 ; 	20.760 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306778404460
2024;9;9/28/24;"LIMITED LIABILITY COMPANY ""OCEANIUM""";;03048700;24-TUNA0001-SK1#&Thịt cá ngừ cắt LÁT đông lạnh ( FROZEN TUNA SAKU), đóng gói 10kg/thùng#&VN;0;Kilogam; 	2.000 ; 	10,25 ; 	9,90 ; 	19.794 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306778404460
2024;9;9/20/24;"LLC ""MELISA OPT""";;03048700;CNL640#&CÁ NGỪ LOIN ĐÔNG LẠNH (Tên khoa học:THUNNUS ALBACARES)#&KXĐ;0;Kilogam; 	8.000 ; 	7,10 ; 	7,10 ; 	56.800 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306756586050
2024;9;9/20/24;"LLC ""MELISA OPT""";;03048700;CNSKU640#&CÁ NGỪ SAKU ĐÔNG LẠNH (Tên khoa học:THUNNUS ALBACARES)#&KXĐ;0;Kilogam; 	300 ; 	10,40 ; 	10,40 ; 	3.120 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306756586050
2024;9;9/28/24;LLC ALBACOR;69106, UKRAINE, ZAPORIZHZHIA, SKVORCOVA STR. 236, UKRAINE, UA;03048700;24-TUNA0001-CB1#&Thịt cá ngừ cắt HẠT LỰU đông lạnh ( FROZEN TUNA CUBE ), đóng gói 10kg/thùng#&VN;0;Kilogam; 	5.000 ; 	5,33 ; 	5,14 ; 	25.713 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306778190630
2024;9;9/28/24;LLC ALBACOR;69106, UKRAINE, ZAPORIZHZHIA, SKVORCOVA STR. 236, UKRAINE, UA;03048700;24-TUNA0001-TR1#&Thịt RẺO cá ngừ đông lạnh ( FROZEN TUNA TRIMMED MEAT), đóng gói 10kg/thùng#&VN;0;Kilogam; 	3.000 ; 	3,43 ; 	3,31 ; 	9.928 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306778190630
2024;9;9/28/24;LLC ALBACOR;69106, UKRAINE, ZAPORIZHZHIA, SKVORCOVA STR. 236, UKRAINE, UA;03048700;24-TUNA0001-TR1#&Thịt RẺO cá ngừ đông lạnh ( FROZEN TUNA TRIMMED MEAT), đóng gói 10kg/thùng#&VN;0;Kilogam; 	4.000 ; 	3,23 ; 	3,12 ; 	12.466 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306778190630
2024;9;9/28/24;LLC ALBACOR;69106, UKRAINE, ZAPORIZHZHIA, SKVORCOVA STR. 236, UKRAINE, UA;03048700;24-TUNA0001-L1#&Thịt cá ngừ cắt KHÚC LỚN đông lạnh ( FROZEN TUNA LOIN), đóng gói 25kg/thùng#&VN;0;Kilogam; 	10.000 ; 	6,65 ; 	6,42 ; 	64.162 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306778190630
2024;9;9/28/24;LLC ALBACOR;69106, UKRAINE, ZAPORIZHZHIA, SKVORCOVA STR. 236, UKRAINE, UA;03048700;24-TUNA0001-SK1#&Thịt cá ngừ cắt LÁT đông lạnh ( FROZEN TUNA SAKU), đóng gói 10kg/thùng#&VN;0;Kilogam; 	3.000 ; 	10,05 ; 	9,70 ; 	29.090 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306778190630
2024;9;9/23/24;OCEAN FOODS LLC;;03048700;ENT-YLFL61-230924#&Cá ngừ vây vàng fillet đông lạnh #&VN;0;Kilogam; 	22.000 ; 	11,25 ; 	11,25 ; 	247.500 ;USD; 	24.410,00 ; 	24.410,00 ;KC;FOB;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306762457100
2024;9;9/21/24;OCEAN FOODS LLC;;03048700;Cá ngừ vây vàng fillet bỏ da, bỏ xương, đông lạnh#&VN;0;Kilogam; 	19.000 ; 	6,75 ; 	6,75 ; 	128.250 ;VND; 	24.410,00 ; 	24.410,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306758240300
2024;9;9/21/24;OCEAN FOODS LLC;;03048700;Cá ngừ vây vàng fillet bỏ da, bỏ xương cắt lát đông lạnh#&VN;0;Kilogam; 	3.000 ; 	11,00 ; 	11,00 ; 	33.000 ;VND; 	24.410,00 ; 	24.410,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306758240300
2024;9;9/21/24;PSE LOTOS;48100, CITY OF TEREBOVLIA, 21 SHEVCHENKO STREET, AP 7, UKRAINE, UA;03048700;TP-NRO2AA1CH -488.24#&Cá ngừ vây vàng loin ra da, ra xương đông lạnh (size: 2 up kgs/pc)#&VN;0;Kilogam; 	9.975 ; 	7,10 ; 	7,10 ; 	70.823 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CIF;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306757527440
2024;9;9/12/24;VICIUNAI-UKRAINA LTD;03058 UKRAINE, KIEV GARMATNAYA ., STR 39B, UA;03048700;Cá ngừ vây vàng phi lê, bỏ da, bỏ xương, đông lạnh#&VN;0;Kilogam; 	8.650 ; 	7,05 ; 	6,71 ; 	58.049 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306733393430
2024;9;9/12/24;VICIUNAI-UKRAINA LTD;03058 UKRAINE, KIEV GARMATNAYA ., STR 39B, UA;03048700;Cá ngừ vây vàng phi lê, bỏ da, bỏ xương, cắt lát đông lạnh#&VN;0;Kilogam; 	1.000 ; 	10,55 ; 	10,04 ; 	10.043 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306733393430
2024;9;9/12/24;VICIUNAI-UKRAINA LTD;03058 UKRAINE, KIEV GARMATNAYA ., STR 39B, UA;03048700;Cá ngừ vây vàng phi lê, bỏ da, bỏ xương, cắt miếng đông lạnh#&VN;0;Kilogam; 	1.000 ; 	5,70 ; 	5,43 ; 	5.426 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Ukraine;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306733393430
2024;9;9/23/24;GOURMET SEAFOOD SOLUTIONS FZCO;PO BOX 261286, JEBEL ALI FREE ZONE, DUBAI, UNITED ARAB EMIRATES, AE;03048700;Cá ngừ vây vàng phi lê, bỏ da, bỏ xương, đông lạnh#&VN;0;Kilogam; 	800 ; 	8,25 ; 	8,25 ; 	6.600 ;USD; 	24.410,00 ; 	24.410,00 ;TTR;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Hiệp Phước;Xuất kinh doanh;306759411400
2024;9;9/23/24;GOURMET SEAFOOD SOLUTIONS FZCO;PO BOX 261286, JEBEL ALI FREE ZONE, DUBAI, UNITED ARAB EMIRATES, AE;03048700;Cá ngừ vây vàng phi lê, bỏ da, bỏ xương, cắt lát, đông lạnh#&VN;0;Kilogam; 	1.200 ; 	11,70 ; 	11,70 ; 	14.040 ;USD; 	24.410,00 ; 	24.410,00 ;TTR;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Hiệp Phước;Xuất kinh doanh;306759411400
2024;9;9/6/24;SILVER LINING FOR TRADE F.Z.C.FREE ZONE COMPANY.;;03048700;TP-NSO3008001 -446.1.24#&Cá ngừ vây vàng steak ra da, ra xương đông lạnh (đóng gói: 5 kgs/thùng)#&VN;0;Kilogam; 	2.470 ; 	9,85 ; 	9,85 ; 	24.330 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306717808410
2024;9;9/6/24;SILVER LINING FOR TRADE F.Z.C.FREE ZONE COMPANY.;;03048700;TP-NSO3008001 -446.2.24#&Cá ngừ vây vàng steak ra da, ra xương đông lạnh (đóng gói: 5 kgs/thùng)#&VN;0;Kilogam; 	2.210 ; 	9,85 ; 	9,85 ; 	21.769 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306717808410
2024;9;9/6/24;SILVER LINING FOR TRADE F.Z.C.FREE ZONE COMPANY.;;03048700;TP-NSO3008001 -446.3.24#&Cá ngừ vây vàng steak ra da, ra xương đông lạnh (đóng gói: 5 kgs/thùng)#&VN;0;Kilogam; 	4.320 ; 	9,85 ; 	9,85 ; 	42.552 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306717808410
2024;9;9/28/24;THE DEEP SEAFOOD CO LLC;P.O.BOX: 32628, ABU DHABI, UNITED ARAB EMIRATES, AE;03048700;Thịt cá ngừ cắt Saku đông lạnh, size 350g up, 10kg/carton.#&VN;0;Kilogam; 	4.000 ; 	10,90 ; 	10,50 ; 	41.988 ;USD; 	24.410,00 ; 	24.410,00 ;KC;C&F;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306777924410
2024;9;9/28/24;THE DEEP SEAFOOD CO LLC;P.O.BOX: 32628, ABU DHABI, UNITED ARAB EMIRATES, AE;03048700;Thịt cá ngừ cắt Loin đông lạnh, size 3kg up, 25kg/carton.#&VN;0;Kilogam; 	1.000 ; 	6,90 ; 	6,65 ; 	6.645 ;USD; 	24.410,00 ; 	24.410,00 ;KC;C&F;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306777924410
2024;9;9/28/24;THE DEEP SEAFOOD CO LLC;P.O.BOX: 32628, ABU DHABI, UNITED ARAB EMIRATES, AE;03048700;Thịt cá ngừ cắt Loin đông lạnh, size 2-3kg, 25kg/carton.#&VN;0;Kilogam; 	750 ; 	6,80 ; 	6,55 ; 	4.912 ;USD; 	24.410,00 ; 	24.410,00 ;KC;C&F;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306777924410
2024;9;9/27/24;THE DEEP SEAFOOD CO. LLC;PO BOX:20883, AJMAN, UAE, AE;03048700;EDW-YLLO51-270924#&Cá ngừ vây vàng loin đông lạnh#&VN;0;Kilogam; 	2.250 ; 	6,60 ; 	6,60 ; 	14.850 ;USD; 	24.410,00 ; 	24.410,00 ;DP;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306777318210
2024;9;9/27/24;THE DEEP SEAFOOD CO. LLC;PO BOX:20883, AJMAN, UAE, AE;03048700;EDW-YLLO52-270924#&Cá ngừ vây vàng loin đông lạnh#&VN;0;Kilogam; 	2.250 ; 	6,70 ; 	6,70 ; 	15.075 ;USD; 	24.410,00 ; 	24.410,00 ;DP;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306777318210
2024;9;9/27/24;THE DEEP SEAFOOD CO. LLC;PO BOX:20883, AJMAN, UAE, AE;03048700;EDW-YLLO53-270924#&Cá ngừ vây vàng loin đông lạnh#&VN;0;Kilogam; 	2.250 ; 	7,40 ; 	7,40 ; 	16.650 ;USD; 	24.410,00 ; 	24.410,00 ;DP;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306777318210
2024;9;9/27/24;THE DEEP SEAFOOD CO. LLC;PO BOX:20883, AJMAN, UAE, AE;03048700;EDW-YLLO54-270924#&Cá ngừ vây vàng loin đông lạnh#&VN;0;Kilogam; 	1.500 ; 	8,70 ; 	8,70 ; 	13.050 ;USD; 	24.410,00 ; 	24.410,00 ;DP;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306777318210
2024;9;9/27/24;THE DEEP SEAFOOD CO. LLC;PO BOX:20883, AJMAN, UAE, AE;03048700;EDW-YLSK55-270924#&Cá ngừ vây vàng saku đông lạnh#&VN;0;Kilogam; 	750 ; 	12,40 ; 	12,40 ; 	9.300 ;USD; 	24.410,00 ; 	24.410,00 ;DP;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306777318210
2024;9;9/27/24;THE DEEP SEAFOOD CO. LLC;PO BOX:20883, AJMAN, UAE, AE;03048700;EDW-YLSK56-270924#&Cá ngừ vây vàng saku đông lạnh#&VN;0;Kilogam; 	750 ; 	11,40 ; 	11,40 ; 	8.550 ;USD; 	24.410,00 ; 	24.410,00 ;DP;CIF;2-Đường biển (container);Viet Nam;United Arab Emirates;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306777318210
2024;9;9/25/24;JFC(UK) LTD.;;03048700;Thịt cá ngừ cắt LÁT đông lạnh ( FROZEN TUNA SAKU), đóng gói 6kg/thùng#&VN;0;Kilogam; 	12.870 ; 	19,50 ; 	19,27 ; 	248.020 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;United Kingdom;Chi cục HQ CK Cảng Bình Thuận;Xuất kinh doanh;306769578530
2024;9;9/23/24;JFC(UK) LTD.;;03048700;24-TUNA0001-SK1#&Thịt cá ngừ cắt LÁT đông lạnh ( FROZEN TUNA SAKU), đóng gói 6kg/thùng#&VN;0;Kilogam; 	12.870 ; 	19,50 ; 	19,27 ; 	248.020 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;United Kingdom;Chi cục HQ CK Cảng Bình Thuận;Xuất sản phẩm sản xuất xuất khẩu;306759593140
2024;9;9/14/24;NORTHCOAST SEAFOODS LTD.;ESTATE ROAD NO.1, SOUTH HUMBERSIDE, INDUSTRIAL ESTATE GRIMSBY, NORTH EAST LINCOLNSHIRE, DN31 2TB, UK;03048700;TP-NSTR801201 -466.1.24#&Cá ngừ vây vàng steak ra da, ra xương đông lạnh (size: 80 - 120 grs/pc)#&VN;0;Kilogam; 	9.613 ; 	6,35 ; 	6,35 ; 	61.041 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;United Kingdom;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306739160730
2024;9;9/14/24;NORTHCOAST SEAFOODS LTD.;ESTATE ROAD NO.1, SOUTH HUMBERSIDE, INDUSTRIAL ESTATE GRIMSBY, NORTH EAST LINCOLNSHIRE, DN31 2TB, UK;03048700;TP-NSTR801201 -466.2.24#&Cá ngừ vây vàng steak ra da, ra xương đông lạnh (size: 80 - 120 grs/pc)#&VN;0;Kilogam; 	4.442 ; 	6,35 ; 	6,35 ; 	28.204 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;United Kingdom;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306739160730
2024;9;9/14/24;NORTHCOAST SEAFOODS LTD.;ESTATE ROAD NO.1, SOUTH HUMBERSIDE, INDUSTRIAL ESTATE GRIMSBY, NORTH EAST LINCOLNSHIRE, DN31 2TB, UK;03048700;TP-NSTR801201 -466.3.24#&Cá ngừ vây vàng steak ra da, ra xương đông lạnh (size: 80 - 120 grs/pc)#&VN;0;Kilogam; 	4.442 ; 	6,35 ; 	6,35 ; 	28.204 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;United Kingdom;Chi cục HQ CK Cảng Qui Nhơn;Xuất sản phẩm sản xuất xuất khẩu;306739160730
